sim,fp
0.12541,0.11188323755728291
0.56539,0.5477557436914853
0.26272,0.24470790187846336
0.1418,0.12599196848480088
0.15238,0.12616284980324477
0.43103,0.4142905402698108
0.13499,0.11257477493613777
0.3722,0.3391626027381106
0.58991,0.5763699915783884
0.20403,0.17765744615752577
0.58727,0.5757213875995773
0.11325,0.09112222659903046
0.24287,0.21197021005801986
0.36363,0.32915216115357215
0.39911,0.3766386989260989
0.7253,0.7320282895548833
0.08338,0.06742710610644187
0.57346,0.5597398388730372
0.13138,0.10479893325314527
0.46067,0.41546795414889837
0.71755,0.7433406027551508
0.22524,0.1771336873309871
0.14564,0.11881940833285076
0.28977,0.24370222271424136
0.265,0.23214598585230273
0.31404,0.2825593677088748
0.67747,0.6827153414037913
0.33896,0.2737355108124574
0.73471,0.751133609018171
0.57772,0.5800087502138342
0.40053,0.3476504987022462
0.26295,0.20672314839327155
0.54812,0.541958239708015
0.29171,0.23869186047069058
0.61227,0.6012353867347136
0.10911,0.07275826236623162
0.1827,0.15083840100387325
0.26532,0.2442155722979572
0.39562,0.33349161022636264
0.8023,0.8352109039020998
0.23167,0.16706501742624036
0.49646,0.46209386085829596
0.51429,0.5555057022525034
0.31627,0.2648561850548309
0.26107,0.1990427398823108
0.40471,0.379093786979093
0.11982,0.0802753212106011
0.69834,0.6874227388016099
0.63592,0.6541095844665886
0.13937,0.09083761440315341
0.34244,0.3125760170466564
0.68456,0.7184240523433776
0.47538,0.43405554954732073
0.41893,0.35876569794985913
0.65377,0.6533253481350044
0.19,0.12386894079997113
0.2528,0.1975997629531956
0.47114,0.4303223948133279
0.7751,0.818259277441363
0.1369,0.08509099942264609
0.6531,0.6766815628511412
0.06196,0.03648762330484312
0.28087,0.20474761682755527
0.16316,0.09196999582021281
0.16156,0.11825616583219556
0.16727,0.10024058145118386
0.34074,0.2780541826306022
0.63223,0.6350788100683931
0.65269,0.6609119072940894
0.33012,0.26059156606077694
0.61668,0.6241968917591991
0.48186,0.43203181509930266
0.78572,0.850738196668694
0.48492,0.4595353533493902
0.19537,0.14228319337277429
0.70201,0.7439522784191763
0.60404,0.5923431796790035
0.47609,0.45724493543819256
0.61909,0.6254802774225301
0.662,0.7192448751174874
0.18863,0.1371252263981586
0.70426,0.763673922868624
0.76674,0.812549917743729
0.51006,0.4859171291415961
0.09103,0.04473975130929264
0.23892,0.20567122439593544
0.47104,0.4776490019009936
0.06909,0.034340961369275114
0.39725,0.33792271597081225
0.56572,0.5470171059764912
0.40704,0.35160394455907884
0.60047,0.6304174633509199
0.2008,0.12263827432973484
0.55695,0.5477534512058161
0.2621,0.21553919361769747
0.21584,0.16214049745490633
0.33896,0.26932165095140403
0.35112,0.2776380393960052
0.75696,0.8108804201989717
0.29533,0.23761868537883335
