sim,fp
0.62597,0.6258872639718666
0.20984,0.19453496604169396
0.47022,0.45702955484828334
0.35113,0.33362650952728035
0.45235,0.43992180438743955
0.13827,0.11498843978868667
0.32762,0.30985269853535324
0.12615,0.11415442108804541
0.31183,0.2964600577292511
0.65095,0.649434953371179
0.57436,0.5632764634648892
0.56639,0.5633549553013418
0.71239,0.7198911717257455
0.3292,0.3135827648712106
0.16368,0.1433311172004197
0.07615,0.06786417674434364
0.5969,0.5974116720910599
0.42374,0.4090316819573985
0.45667,0.4462163730807738
0.3384,0.32366261281209896
0.07083,0.05800841675596968
0.26085,0.23793308227366683
0.56989,0.566452587294149
0.13173,0.11268567482099556
0.52765,0.5187072555400996
0.22648,0.20715446121939474
0.75693,0.7655700178000855
0.17371,0.1545874597448098
0.32226,0.29773837423213956
0.27211,0.2536329843323054
0.24314,0.22788153711869297
0.11401,0.10381946006975284
0.4142,0.3974805967904108
0.36,0.3474931677982326
0.69908,0.7017455127285566
0.44919,0.43491009611159714
0.56445,0.5661433543655681
0.12385,0.11329717874164458
0.39266,0.37395953209543964
0.09398,0.08234960768442956
0.57237,0.5678812379383817
0.584,0.5771534667266794
0.66135,0.6600577100274323
0.48001,0.46822971356153376
0.38509,0.3682970321000155
0.34087,0.3241413055629151
0.11377,0.10190179003519917
0.36987,0.34940053407120564
0.06087,0.05330215173245578
0.26583,0.24619848044727333
0.56172,0.5534044426910784
0.09809,0.08456511273791723
0.25315,0.2367396422115723
0.08607,0.07413017687954249
0.49165,0.4843700677773286
0.23918,0.22119846763238427
0.54861,0.539091514704081
0.23202,0.21165899958392187
0.3585,0.3418073697974494
0.10094,0.09059174610238074
0.28764,0.2690296273699865
0.05339,0.04392281532757747
0.53304,0.5267459400502843
0.08158,0.0704819523292437
0.07819,0.06336478796776468
0.16216,0.14468256000978708
0.12854,0.11785432527839534
0.58637,0.5849465421072844
0.3127,0.2907112301930116
0.28584,0.2679297658628709
0.16929,0.15482331503807634
0.22036,0.1994344322789714
0.3961,0.3801350981858522
0.50404,0.49291365757342
0.06582,0.058656888106999205
0.26799,0.24617647416060828
0.19953,0.1788301219650147
0.08733,0.08035027918518745
0.41341,0.3992847188618073
0.62439,0.6202052792484853
0.10626,0.09852456291175005
0.59065,0.5998437503455163
0.08295,0.07386149308493628
0.10329,0.09154001445868964
0.07521,0.06061351634065415
0.28191,0.2511880355490008
0.70269,0.7056300801311437
0.1053,0.09570533927379155
0.47324,0.4646658667313257
0.35127,0.3356129101611074
0.33557,0.31743770039937413
0.13173,0.12060994814940262
0.66831,0.6700965569363515
0.77498,0.7775752526767026
0.38187,0.36723448108857204
0.66065,0.6576991692616625
0.15248,0.12066886960270373
0.73499,0.7368760414971842
0.5003,0.4892618291042079
0.33287,0.3112036867125567
