exact,fp
0.5126303782143569,0.5292440024122841
0.5931750179563569,0.6068981143670731
0.6325402452138044,0.6523980813426687
0.14423642646168142,0.12208038638619856
0.7826602885420777,0.8219190430492629
0.19333910508985958,0.17310145684074252
0.7340834117352938,0.7755201190150585
0.3286901498288621,0.28492634809318906
0.670153306002092,0.7645718749961424
0.7415890088517364,0.8786490853058208
