fp,sim_re,p_re,in_deg
0.1620716280698571,0.21,0.19614887149240606,1.0
0.045811319319583044,0.03,0.04581131931958292,0.0
0.26530136062381704,0.26,0.2595822828632058,1.0
0.6023323607315672,0.64,0.5959971458030401,1.0
0.08018454711776246,0.09,0.11578932200635986,2.0
0.11209838606699818,0.1,0.1299389042737877,1.0
0.23782976408937018,0.3,0.2378297640893701,0.0
0.02910554857498293,0.01,0.029105548574983,0.0
0.4756746929039114,0.48,0.4685912133764794,2.0
0.15607313416973856,0.25,0.2607068574739685,1.0
0.03249904005480553,0.05,0.04657778123018252,2.0
0.0739352269129333,0.03,0.0739352269129334,0.0
0.026436273880167227,0.03,0.026436273880167293,0.0
0.8052178475848093,0.62,0.6146932468223836,1.0
0.5598722086886223,0.46,0.4773283072849641,1.0
0.343225440566138,0.32,0.3365320625117302,2.0
0.2022140894166531,0.18,0.20569885115162484,1.0
0.8468949652053923,0.88,0.8251599223784157,3.0
0.03926590957629905,0.05,0.0454306790128401,1.0
0.21691216675506897,0.28,0.2111729666110058,1.0
0.04838400864586412,0.02,0.048384008645864035,0.0
0.6420455899257352,0.48,0.5479788574158937,1.0
0.05603901933626754,0.07,0.056204500116406264,3.0
0.38418910394659955,0.38,0.3994506716644991,2.0
0.04611260728191979,0.1,0.04611260728191979,0.0
0.33204363647175095,0.28,0.32472543836384804,1.0
0.028912969611929795,0.05,0.028912969611929865,0.0
0.3490291877674425,0.44,0.34902918776744235,0.0
0.5069537529735826,0.43,0.44598871056783346,1.0
0.11494625556321847,0.15,0.16366462676944335,1.0
0.2176043739029252,0.31,0.31387617913749816,2.0
0.4546005569820597,0.46,0.4546005569820586,0.0
0.19133881770913375,0.19,0.19133881770913408,0.0
0.4453193662770273,0.47,0.44531936627702656,0.0
0.7735338685125317,0.68,0.6843400255291772,1.0
0.3423438403030823,0.31,0.3313635217427088,1.0
0.5787749709877372,0.5,0.49042008647157576,1.0
0.09136787325695961,0.14,0.1406795827424253,1.0
0.43928634431828084,0.45,0.43928634431828123,0.0
0.6058911625087454,0.65,0.5889844190434554,2.0
0.10905725784256748,0.16,0.12838206178209777,1.0
0.03195755822227819,0.03,0.031957558222278276,0.0
0.6481048754466845,0.54,0.566219117576034,1.0
0.5889122514764267,0.52,0.5259856245483244,1.0
0.039385905519892295,0.07,0.049728009714803456,1.0
0.0466301536701309,0.05,0.04663015367013088,0.0
0.3355407112133373,0.47,0.4446326659049194,1.0
0.13643535759509995,0.11,0.1364353575951002,0.0
0.12246752212507928,0.16,0.13898389339071796,1.0
0.07180240787981984,0.12,0.16981688076866308,1.0
