fp,sim_re,p_re,in_deg
0.31968280671270843,0.36,0.3224547116131463,249.0
0.5253357273675363,0.58,0.5270317025732065,205.0
0.7815674418503864,0.83,0.7787762665877991,188.0
0.22123314758232782,0.24,0.2258977445600317,116.0
0.4372163269373357,0.4,0.4409548655467656,84.0
0.7398624035529164,0.78,0.7403573434376297,77.0
0.3342660084507364,0.36,0.3383834749381871,68.0
0.1256021963199917,0.13,0.12765688217564375,65.0
0.7144941910929081,0.69,0.7175906382074119,55.0
0.34713941399988624,0.45,0.34830597526570223,55.0
0.4863609216746787,0.48,0.4868985988262441,44.0
0.08792942059627495,0.06,0.09054549728796425,39.0
0.6792960352240196,0.61,0.6720095958354975,43.0
0.6059195300094853,0.58,0.6019078640373988,42.0
0.6821897342940351,0.68,0.6844175998092799,36.0
0.2642896108482542,0.27,0.2629273190091065,35.0
0.6084237330402479,0.62,0.6111142453601643,32.0
0.718293664198169,0.69,0.7182668334467658,30.0
0.3591612123844772,0.35,0.35702108013942085,32.0
0.2728245922959994,0.25,0.27212374815702395,31.0
0.12046980409909369,0.06,0.12186028783321382,32.0
0.35319538072108037,0.38,0.3568523391501834,30.0
0.8271605394136494,0.73,0.8250585081204208,29.0
0.7167937624169773,0.67,0.7137237342721028,27.0
0.5698802352129422,0.48,0.5729892570284703,30.0
0.6022628981005556,0.56,0.605593768976735,29.0
0.7941866423345875,0.81,0.7881199422160238,29.0
0.1379850401503251,0.19,0.1400124737280068,28.0
0.07449557506454985,0.08,0.07508550984967556,26.0
0.11189449950258579,0.14,0.11677848201145061,26.0
0.37400607373033523,0.42,0.3761256005753447,25.0
0.6774081256819521,0.65,0.6676695740404799,23.0
0.3892343458200952,0.35,0.3904058236742529,25.0
0.18919355116881997,0.24,0.19430261724161682,25.0
0.28664910765753426,0.27,0.2969372792541849,23.0
0.4173872831422899,0.43,0.43850272352097447,24.0
0.09358736947393609,0.13,0.09949545893572868,22.0
0.29887657644097954,0.28,0.30500654755855794,24.0
0.2379591202986716,0.23,0.24103023086875663,25.0
0.11899881262962708,0.12,0.12020467213415698,25.0
0.34379260704959136,0.28,0.34510688657583566,24.0
0.5168890305910396,0.5,0.520163993225211,22.0
0.7830897973913085,0.82,0.7774217294675406,24.0
0.09531026463889236,0.08,0.092371472766065,23.0
0.12234701303492101,0.1,0.12363468772183038,22.0
0.5957699188105524,0.65,0.6002746002462965,21.0
0.27741120688681753,0.29,0.28447695634726905,23.0
0.19770368786466264,0.14,0.20310135632683757,23.0
0.5935074242870484,0.61,0.5883255498912198,23.0
0.3991681273221521,0.39,0.40476527753087316,22.0
0.23749525032690266,0.24,0.2379291595172116,20.0
0.18061824832493034,0.13,0.18722521288395413,21.0
0.29186334684619153,0.32,0.30644658342032605,20.0
0.0974504735466768,0.04,0.10667357688391034,20.0
0.7447837136134687,0.74,0.746144060434342,20.0
0.7121193911816163,0.69,0.712556728624993,19.0
0.5985299373486961,0.57,0.5982139894102066,20.0
0.5299212575921759,0.55,0.5399525813948495,18.0
0.55529169108373,0.56,0.5698817996353863,18.0
0.4480798761573389,0.47,0.4536474060744799,19.0
0.24094666836635936,0.25,0.24876486424029584,18.0
0.4959891866363354,0.51,0.49380232421109616,19.0
0.8186724387815962,0.71,0.8109593165501914,17.0
0.6572584621455618,0.77,0.6579348009229414,17.0
0.3868941574747672,0.38,0.3824079629400404,18.0
0.6295400894689367,0.61,0.6265157071247651,17.0
0.3292990887901954,0.33,0.3320668352536637,18.0
0.0930677279233394,0.07,0.0970014782406469,18.0
0.1594378521666765,0.22,0.1650833210761528,17.0
0.48470648799304306,0.47,0.4840942697063053,18.0
0.2503062993843628,0.38,0.25799238924357115,18.0
0.26446172875048624,0.27,0.2790054405071013,17.0
0.7253294028001283,0.7,0.712045602386943,17.0
0.7012824843057264,0.67,0.6960280992668626,18.0
0.26775759048951064,0.36,0.278596884910383,17.0
0.550285711823127,0.56,0.5642445748484997,18.0
0.12291002885160462,0.13,0.14110977716552708,17.0
0.29536481430518513,0.29,0.292784436073759,16.0
0.1489769935189904,0.13,0.1588925823370433,17.0
0.4701090983977314,0.47,0.47642949540581625,17.0
0.10969134411034931,0.12,0.11506225333477817,16.0
0.7792632544034314,0.78,0.7710313120659401,16.0
0.49925406459649857,0.49,0.5067713135679442,16.0
0.3667880969075197,0.31,0.37233568190862704,16.0
0.13882934318811657,0.1,0.14393244282663203,15.0
0.11236967160930522,0.14,0.11437566371341334,16.0
0.24378834231030855,0.31,0.2474071027882492,15.0
0.6077729951802366,0.62,0.6063813231203135,14.0
