sim,fp
0.21724,0.20969614399729786
0.06671,0.0613536866859572
0.08968,0.08258222592803621
0.72794,0.7297284594859383
0.43921,0.4336580685306344
0.52275,0.519608363566668
0.37516,0.36726675006094156
0.20123,0.1936397685802137
0.34617,0.340213224795502
0.62459,0.6244836084772898
0.06095,0.05813292684217419
0.13551,0.1290128578522045
0.42632,0.4200906919859855
0.14181,0.13677343571883016
0.57703,0.578381512290982
0.06954,0.06584375715402535
0.33017,0.3240958370207353
0.11651,0.10473842646167464
0.69058,0.6958599532061442
0.12166,0.11513313685197335
0.09324,0.08922658441738551
0.55836,0.555008405852891
0.16154,0.15506422497437533
0.42771,0.42259104356364197
0.35173,0.3459180215440808
0.07859,0.07432573734619996
0.06424,0.05972894655214467
0.71206,0.7123187741934638
0.60589,0.6050725609814583
0.14301,0.13331311510925392
0.08215,0.07580055337593627
0.12394,0.11657459881884613
0.64187,0.6416240562713262
0.18338,0.1771819732909009
0.05446,0.05123883267834828
0.0691,0.06471155998451439
0.17844,0.17001077597830427
0.45381,0.44845859485776474
0.23542,0.22575819418888976
0.06987,0.06525460413325823
0.22601,0.21951227802442785
0.10355,0.09859470763171585
0.15741,0.14912436663196094
0.61214,0.6124003862534905
0.08885,0.08394885389135887
0.46367,0.4598529561397895
0.23347,0.22663469570235262
0.3541,0.34433069529022964
0.63906,0.6379586184338082
0.40195,0.39649148840014037
0.6499,0.6521792024088937
0.6356,0.6342320762459002
0.2547,0.24107935560694305
0.6839,0.6845751050229609
0.30673,0.29831519568729714
0.65415,0.6505983576528876
0.43279,0.4283991131640563
0.50087,0.4938977992749415
0.73266,0.7304483334794973
0.13227,0.12870262281625566
0.6263,0.6324571512977233
0.53941,0.5386942895357365
0.59088,0.5868266779535548
0.27538,0.267962736615327
0.50119,0.4953810864648922
0.43819,0.4304592906118586
0.07424,0.07003302339631035
0.26235,0.2531755696288027
0.65912,0.6593682139228594
0.64669,0.6455042473111159
0.1491,0.1436555376328975
0.12779,0.12099406428131565
0.46944,0.46576653979290006
0.06918,0.06753716321264824
0.04703,0.04486108503883646
0.57882,0.5797542172848875
0.12206,0.11504838040751608
0.70324,0.7027889634290654
0.06011,0.056841098214476915
0.43329,0.42822038809006424
0.31476,0.3073591604019533
0.15165,0.143584271379258
0.15435,0.14744836388170945
0.15768,0.148746845071267
0.38079,0.37667445575599323
0.16573,0.15791331080053617
0.17671,0.16955238544414053
0.70652,0.7091331098428437
0.37136,0.3644285079266041
0.08554,0.07932537485560165
0.56899,0.5661536836821717
0.13302,0.12724914649868235
0.25416,0.2455894666968058
0.54815,0.5466182145689993
0.41636,0.410031602695608
0.352,0.34012052553160144
0.6393,0.6407916046719377
0.1158,0.10947238433738515
0.13575,0.12953875135332626
0.23533,0.22176874980082273
0.22982,0.21909928786385235
0.70491,0.7069583014416507
0.05838,0.054506063678144256
0.34688,0.3389358976737641
0.26845,0.25794750345435236
0.25441,0.24616459914456212
0.63017,0.6315472930349865
0.61252,0.6114970318749416
0.28103,0.2739233658250335
0.06568,0.061435556568218974
0.09137,0.0823009135548951
0.18201,0.17096642581926214
0.2673,0.2608756700829744
0.29567,0.2856890187823199
0.15258,0.14846335116440956
0.72362,0.7207250416397137
0.55765,0.5556787758280619
0.39985,0.39233458710402
0.74035,0.7433418842703465
0.1816,0.17348169622099097
0.54205,0.5381772936206813
0.37893,0.3723380642313394
0.0621,0.059373406615291335
0.12758,0.12250308567159118
0.67231,0.6703710635212194
0.49947,0.49474748519158784
0.14207,0.13531976840006066
0.21027,0.20291319043800948
0.22873,0.2207670427750138
0.68133,0.6870341162154698
0.42806,0.42389909425509864
0.69788,0.7035251769601095
0.34007,0.33407534418144014
0.16212,0.15139232924189217
0.14925,0.14293349614674655
0.69138,0.6938681752249869
0.10786,0.10339328278605175
0.60198,0.6036895182986113
0.63136,0.6326785592377376
0.23271,0.2244879186741855
0.69113,0.6915666722331015
0.20641,0.19792447908519006
0.23678,0.22811755873066775
0.05968,0.05749953143402686
0.16477,0.1578965472323649
0.68336,0.6824313060699396
0.4793,0.4741203660008769
0.63409,0.6348449708078323
0.1471,0.13903667888672577
0.59787,0.5958180816802271
0.7307,0.7330229796533809
0.54549,0.5430674562907005
0.16577,0.15924963758762178
0.26519,0.25651910116445986
0.1182,0.11133385239107763
0.40153,0.39470805817840626
0.08759,0.08345329700102244
0.6945,0.6955276433369848
0.41849,0.41303335251792483
0.21509,0.2058108992076626
0.39255,0.3863483486555066
0.51948,0.5182736813175426
0.13618,0.12615557951516632
0.57978,0.5764026840594836
0.44765,0.43784723355358834
0.17848,0.1737507208596054
0.65528,0.6561509360812119
0.76955,0.7735187794481009
0.72087,0.7242995574394855
0.13338,0.12605045672716897
0.72751,0.7289912296461851
0.07227,0.0669483933174263
0.31721,0.30810726391610854
0.38715,0.3824641392576187
0.079,0.07274493798330905
0.38086,0.37451678423980095
0.39725,0.38996389209191007
0.65197,0.6493827029874166
0.21863,0.20985623147937105
0.54012,0.536620917440459
0.06413,0.0587725034570612
0.60338,0.6012539626210649
0.47664,0.4725080358120527
0.20145,0.19399195463015428
0.36045,0.3512836861250074
0.08203,0.0769940364664431
0.21999,0.21446535659822663
0.08054,0.07833887042167076
0.19508,0.18557086677241297
0.54808,0.5465446702793617
0.23564,0.22765747221033394
0.35874,0.352050495891314
0.54939,0.5437137375832157
0.11379,0.10877009273273075
0.10138,0.09663432883933687
0.22755,0.21682401282849462
0.69079,0.6936996514002771
0.23987,0.2337959992501133
0.10696,0.10111141309769889
0.30972,0.30344072412770595
