sim,fp
0.73076,0.7319405427813734
0.22945,0.22859984667200173
0.45696,0.4536097174311502
0.11836,0.1167041092421841
0.10456,0.10427558708205886
0.47388,0.47196926928573746
0.34347,0.342641911464336
0.2755,0.27329831393163806
0.51655,0.5173064057876602
0.31502,0.3155165744697028
0.06926,0.06700647604405319
0.64508,0.6481296581559179
0.21645,0.21217384200655232
0.15548,0.15356184998370115
0.14293,0.14262063069097553
0.11728,0.11810619633922426
0.16107,0.15962396215981078
0.71372,0.7129211102943864
0.75909,0.7609919323143439
0.72296,0.723092649128876
0.10849,0.10678609887099444
0.0849,0.08390260904016733
0.45745,0.45531558693175866
0.14142,0.14099893694363086
0.08503,0.08303888134923565
0.05914,0.05804055785192763
0.2854,0.28299265956198805
0.56621,0.5664839967339086
0.69258,0.6943869030452148
0.49966,0.4984765340134849
0.61374,0.6129692084549794
0.54186,0.5392042394338502
0.46552,0.46497495431942315
0.11393,0.11141614043404591
0.29911,0.29456509862157165
0.74071,0.7425907693381806
0.50171,0.5030501943506704
0.17112,0.1709039230889421
0.20125,0.19924602685808757
0.396,0.3962434420692619
0.69823,0.6977882398794149
0.24739,0.24616099087562415
0.72792,0.7284447060851831
0.08452,0.08256973308867854
0.12402,0.12147388722456376
0.08387,0.08245241920381285
0.47592,0.473606881942802
0.20396,0.20232866685624495
0.23779,0.23446504721843586
0.35845,0.35445583190658814
0.0762,0.07415294765037672
0.49119,0.4921521684854673
0.77887,0.7808731049065077
0.76717,0.7693284882939988
0.25486,0.2535424578675157
0.13872,0.13692177996291333
0.26067,0.25851315087716364
0.46118,0.4614546732848299
0.1582,0.15651169456629743
0.17693,0.17656722407278003
0.54434,0.5428865935735403
0.67376,0.6733923917737312
0.09806,0.09556235141615943
0.13749,0.13668624159790932
0.5919,0.5911581038719924
0.0889,0.08785397223606817
0.55171,0.550723370471073
0.7593,0.7596178777972704
0.57133,0.5700328801282906
0.0874,0.08671787285294497
0.12476,0.12315888612607706
0.28557,0.288627953271123
0.49097,0.48992474211598724
0.38285,0.38003625913325123
0.63459,0.6350846789966273
0.41075,0.4102573686552321
0.14182,0.14027246082966593
0.06514,0.06436570070284697
0.62106,0.6187920014354573
0.60434,0.6040689904420351
0.23641,0.2355948569785944
0.31848,0.3146165917259035
0.44327,0.4404363652958809
0.52955,0.5288324181784909
0.20812,0.20529526542553844
0.46258,0.4626284534367573
0.10035,0.09830815557458639
0.16742,0.16810658982998516
0.72086,0.7202018366509522
0.49195,0.4914472993422191
0.48388,0.48138843717796576
0.15631,0.15364465857944598
0.08203,0.0812612098995138
0.06379,0.06329099644424707
0.68463,0.6840091200229952
0.40592,0.4032046392925045
0.06361,0.0630634015644832
0.39557,0.39344812170387533
0.1409,0.1390869032920834
0.42017,0.42083809218880586
0.09263,0.09113470134956936
0.60542,0.6059375340570472
0.47168,0.4708400330113891
0.18952,0.18827385645113548
0.70573,0.7080689048625091
0.17224,0.16868150440226293
0.11198,0.10915966143125455
